date,D-Day,D+1,D+2
00-03UT,4.00,3.67,2.67
03-06UT,4.00,4.00,3.00
06-09UT,3.67,4.33,2.67
09-12UT,5.00,4.00,2.33
12-15UT,3.67,3.00,2.33
15-18UT,3.33,2.67,2.00
18-21UT,4.67,2.33,2.67
21-00UT,3.33,2.67,3.67
