date,D-Day,D+1,D+2
00-03UT,2.00,4.33,3.67
03-06UT,1.00,5.67,3.00
06-09UT,0.67,3.67,3.00
09-12UT,1.00,3.33,2.33
12-15UT,3.33,4.33,1.67
15-18UT,4.00,3.33,2.00
18-21UT,5.00,3.00,2.67
21-00UT,4.33,3.33,2.33
