date,D-Day,D+1,D+2
00-03UT,4.00,2.67,3.00
03-06UT,4.00,3.67,2.67
06-09UT,2.33,2.67,2.67
09-12UT,2.33,2.00,2.67
12-15UT,3.00,1.67,1.67
15-18UT,2.33,1.67,1.67
18-21UT,2.00,2.67,1.67
21-00UT,3.67,3.67,2.67
