date,D-Day,D+1,D+2
00-03UT,3.33,5.00,2.00
03-06UT,3.33,4.33,2.00
06-09UT,2.33,4.00,2.00
09-12UT,2.00,3.33,3.33
12-15UT,1.67,4.33,3.00
15-18UT,2.00,2.67,3.00
18-21UT,2.00,2.00,3.00
21-00UT,2.67,3.33,3.00
