date,D-Day,D+1,D+2
00-03UT,3.00,3.00,2.00
03-06UT,3.00,2.33,2.00
06-09UT,2.00,2.67,2.67
09-12UT,2.67,2.00,4.33
12-15UT,2.00,1.33,4.00
15-18UT,2.00,1.67,3.00
18-21UT,2.00,1.67,2.33
21-00UT,2.67,2.00,2.67
