date,D-Day,D+1,D+2
00-03UT,2.33,2.00,1.33
03-06UT,2.00,1.67,1.33
06-09UT,1.00,1.33,1.33
09-12UT,2.00,1.00,1.33
12-15UT,0.67,1.00,1.33
15-18UT,1.67,1.33,1.67
18-21UT,3.00,1.33,1.67
21-00UT,1.67,1.67,1.67
