date,D-Day,D+1,D+2
00-03UT,3.33,4.67,2.67
03-06UT,2.67,3.67,2.33
06-09UT,4.00,3.67,2.00
09-12UT,2.67,3.33,2.00
12-15UT,1.67,3.67,2.00
15-18UT,2.00,4.00,2.00
18-21UT,3.33,4.00,2.00
21-00UT,4.33,3.67,2.33
