date,D-Day,D+1,D+2
00-03UT,1.00,3.00,4.33
03-06UT,0.67,1.00,5.67
06-09UT,1.67,2.00,3.67
09-12UT,2.00,1.67,3.33
12-15UT,1.33,3.33,4.33
15-18UT,1.33,4.00,3.33
18-21UT,1.67,5.00,3.00
21-00UT,2.00,4.33,3.33
