date,D-Day,D+1,D+2
00-03UT,4.00,2.33,2.67
03-06UT,3.00,2.67,2.33
06-09UT,2.33,2.33,2.33
09-12UT,2.67,2.00,2.00
12-15UT,3.67,2.00,2.00
15-18UT,1.67,2.00,2.00
18-21UT,1.67,2.00,2.00
21-00UT,2.00,2.33,2.33
