date,D-Day,D+1,D+2
00-03UT,1.33,2.00,2.67
03-06UT,3.00,2.00,2.00
06-09UT,3.00,2.67,2.00
09-12UT,3.00,4.33,2.00
12-15UT,2.00,4.00,2.00
15-18UT,0.67,3.00,2.00
18-21UT,1.67,2.33,2.33
21-00UT,1.67,2.67,2.33
