date,D-Day,D+1,D+2
00-03UT,3.00,4.00,3.67
03-06UT,2.33,2.67,2.67
06-09UT,0.33,2.67,2.33
09-12UT,1.33,2.33,2.33
12-15UT,4.00,2.00,2.33
15-18UT,4.00,2.00,2.00
18-21UT,3.33,2.33,2.67
21-00UT,3.33,3.00,2.67
