date,D-Day,D+1,D+2
00-03UT,3.00,2.67,2.33
03-06UT,2.33,3.00,2.33
06-09UT,2.33,2.00,2.33
09-12UT,2.33,2.67,1.67
12-15UT,2.33,2.00,2.33
15-18UT,2.00,2.67,2.33
18-21UT,2.67,2.67,2.33
21-00UT,2.67,3.00,2.00
