date,D-Day,D+1,D+2
00-03UT,1.33,4.00,3.67
03-06UT,1.00,2.67,3.00
06-09UT,2.00,3.33,3.00
09-12UT,2.33,3.67,3.00
12-15UT,4.33,3.00,3.33
15-18UT,2.67,3.33,3.33
18-21UT,3.00,2.00,3.67
21-00UT,4.67,2.33,4.33
