date,D-Day,D+1,D+2
00-03UT,1.33,2.00,1.67
03-06UT,1.67,2.00,1.33
06-09UT,1.00,2.33,1.33
09-12UT,2.00,2.33,1.33
12-15UT,1.00,2.33,1.33
15-18UT,1.00,2.67,1.33
18-21UT,1.67,2.00,1.67
21-00UT,2.67,1.33,1.67
