date,D-Day,D+1,D+2
00-03UT,4.67,2.67,1.67
03-06UT,3.67,2.33,1.33
06-09UT,3.67,2.00,1.33
09-12UT,3.33,2.00,1.33
12-15UT,3.67,2.00,1.33
15-18UT,4.00,2.00,1.33
18-21UT,4.00,2.00,1.67
21-00UT,3.67,2.33,1.67
