date,D-Day,D+1,D+2
00-03UT,3.67,2.33,2.33
03-06UT,2.67,3.00,2.00
06-09UT,2.67,2.67,2.00
09-12UT,2.00,2.33,2.67
12-15UT,1.67,1.33,3.00
15-18UT,1.67,1.00,3.00
18-21UT,1.67,1.67,3.67
21-00UT,2.33,2.00,2.67
