date,D-Day,D+1,D+2
00-03UT,4.00,2.00,3.00
03-06UT,4.67,2.00,2.67
06-09UT,3.67,1.67,1.67
09-12UT,3.00,1.67,2.00
12-15UT,3.00,1.33,2.00
15-18UT,2.67,2.00,2.00
18-21UT,2.00,2.00,1.67
21-00UT,2.33,2.33,2.00
