date,D-Day,D+1,D+2
00-03UT,2.33,3.00,2.67
03-06UT,2.00,2.67,4.00
06-09UT,3.67,2.67,4.00
09-12UT,2.67,2.67,3.00
12-15UT,1.00,1.67,2.67
15-18UT,1.00,1.67,2.00
18-21UT,2.67,1.67,2.00
21-00UT,3.67,2.67,2.67
