date,D-Day,D+1,D+2
00-03UT,2.33,3.67,4.00
03-06UT,1.00,3.00,4.00
06-09UT,1.33,3.00,4.00
09-12UT,1.67,3.00,3.67
12-15UT,2.67,3.33,3.67
15-18UT,3.00,3.33,2.00
18-21UT,3.33,3.67,1.67
21-00UT,2.67,4.33,2.33
