date,D-Day,D+1,D+2
00-03UT,3.00,4.67,2.67
03-06UT,4.67,4.67,2.00
06-09UT,4.00,4.00,2.00
09-12UT,2.67,3.33,2.00
12-15UT,5.33,3.00,2.33
15-18UT,4.33,2.67,2.00
18-21UT,4.00,2.67,2.00
21-00UT,3.33,2.67,2.00
