date,D-Day,D+1,D+2
00-03UT,4.00,2.33,1.33
03-06UT,5.33,2.00,1.33
06-09UT,4.67,2.33,1.33
09-12UT,4.00,2.33,1.33
12-15UT,4.00,2.33,1.67
15-18UT,4.67,2.33,1.67
18-21UT,2.33,2.67,1.33
21-00UT,2.67,2.67,1.67
